temperature	air_quality	carbon_monoxide	gas_and_smoke	label
66.56	976	864	1030	Fire
66.56	1018	874	1067	Fire
66.56	991	867	1040	Fire
66.56	921	847	968	Fire
66.56	925	848	973	Fire
66.56	894	833	943	Fire
66.56	931	846	976	Fire
66.56	923	841	960	Fire
66.56	906	842	944	Fire
66.56	928	848	977	Fire
66.56	914	842	961	Fire
66.56	961	851	1001	Fire
66.56	922	835	970	Fire
66.56	889	826	923	Fire
66.56	896	830	918	Fire
66.56	910	832	942	Fire
66.56	911	832	931	Fire
66.56	947	849	955	Fire
66.56	870	828	901	Fire
66.56	893	831	901	Fire
66.56	821	810	837	Fire
66.56	855	804	857	Fire
66.56	851	814	870	Fire
66.56	866	815	876	Fire
66.56	806	793	811	Fire
66.56	811	790	820	Fire
66.56	817	802	846	Fire
66.56	859	807	880	Fire
66.56	832	803	859	Fire
66.56	854	810	863	Fire
66.56	767	781	782	Fire
66.56	754	766	760	Fire
66.56	752	762	753	Fire
66.56	723	749	731	Fire
66.56	725	747	730	Fire
66.56	693	736	706	Fire
66.56	649	718	656	Fire
66.56	656	709	671	Fire
66.56	687	720	700	Fire
66.56	667	709	679	Fire
66.56	720	720	729	Fire
66.56	719	724	727	Fire
66.56	708	724	729	Fire
66.56	667	710	681	Fire
66.56	683	714	704	Fire
66.56	688	715	705	Fire
66.56	707	719	720	Fire
66.56	685	719	707	Fire
66.56	683	715	701	Fire
66.56	657	699	682	Fire
43.56	647	485	721	Fire
43.75	720	510	791	Fire
43.88	732	528	803	Fire
44.25	820	554	897	Fire
44.5	945	596	1039	Fire
45.19	960	612	1060	Fire
46.44	954	620	1040	Fire
46.69	850	595	898	Fire
47.44	848	597	902	Fire
48	821	594	851	Fire
49.31	831	592	847	Fire
50.06	848	606	880	Fire
50.88	869	616	893	Fire
50.88	862	620	883	Fire
51.5	892	625	913	Fire
52	915	634	924	Fire
53	814	615	832	Fire
54.06	771	598	773	Fire
55.44	752	592	752	Fire
56.25	751	591	748	Fire
58.13	752	589	755	Fire
58.13	750	591	762	Fire
57.88	770	590	773	Fire
57.38	830	605	849	Fire
57	1008	651	1011	Fire
57.13	1015	663	1056	Fire
57.25	965	655	1004	Fire
57.56	1071	674	1107	Fire
57.31	1151	701	1151	Fire
57	1255	745	1313	Fire
56.94	1267	753	1351	Fire
56.56	1267	758	1353	Fire
56.44	1237	759	1335	Fire
56.19	1219	756	1321	Fire
56.19	1206	755	1281	Fire
57	1136	735	1206	Fire
58.31	1147	736	1197	Fire
59.19	1142	736	1190	Fire
60.56	1059	716	1101	Fire
61.19	982	688	1041	Fire
60.88	1023	700	1077	Fire
61.25	1057	708	1083	Fire
61.25	1143	737	1156	Fire
62.13	1088	732	1097	Fire
62.13	1058	721	1053	Fire
62.13	1083	722	1090	Fire
62.13	1319	786	1344	Fire
62.13	1422	833	1471	Fire
62.13	1417	845	1501	Fire
62.13	1232	803	1359	Fire
62.13	1213	802	1323	Fire
62.13	1072	753	1167	Fire
62.13	944	706	1012	Fire
62.13	912	689	982	Fire
62.13	883	672	960	Fire
62.13	880	669	976	Fire
62.13	903	677	1003	Fire
62.13	909	679	1023	Fire
62.13	921	675	1019	Fire
62.13	885	662	976	Fire
62.13	845	650	917	Fire
62.13	842	643	927	Fire
62.13	805	636	887	Fire
62.13	805	630	874	Fire
62.13	797	625	873	Fire
62.13	835	630	913	Fire
62.13	901	648	998	Fire
62.13	951	667	1063	Fire
62.13	1044	691	1161	Fire
62.13	950	683	1074	Fire
62.13	835	650	962	Fire
62.13	845	642	981	Fire
62.13	832	638	969	Fire
62.13	792	631	897	Fire
62.13	776	624	877	Fire
62.13	832	630	913	Fire
62.13	883	641	966	Fire
62.13	975	674	1099	Fire
62.13	921	662	1063	Fire
62.13	875	656	1010	Fire
62.13	816	640	946	Fire
62.13	785	626	908	Fire
62.13	789	627	903	Fire
62.13	765	614	883	Fire
62.13	718	601	824	Fire
62.13	690	591	795	Fire
62.13	737	596	851	Fire
62.13	713	593	828	Fire
62.13	721	592	817	Fire
62.13	731	592	823	Fire
62.13	816	617	916	Fire
62.13	746	595	822	Fire
62.13	801	610	909	Fire
62.13	845	629	977	Fire
62.13	1019	677	1154	Fire
62.13	991	673	1139	Fire
62.13	1044	688	1141	Fire
62.13	955	669	1072	Fire
62.13	993	659	1092	Fire
62.13	945	659	1073	Fire
62.13	974	656	1103	Fire
62.13	972	659	1110	Fire
62.13	940	651	1075	Fire
62.13	942	646	1074	Fire
62.13	944	643	1072	Fire
62.13	964	651	1101	Fire
62.13	960	654	1104	Fire
62.13	955	656	1091	Fire
62.13	971	656	1088	Fire
62.13	938	651	1055	Fire
62.13	894	637	1008	Fire
62.13	911	639	1023	Fire
62.13	919	650	1048	Fire
62.13	951	658	1071	Fire
62.13	927	656	1055	Fire
62.13	1045	674	1159	Fire
62.13	1102	714	1254	Fire
62.13	1145	727	1301	Fire
62.13	1122	730	1289	Fire
62.13	1051	714	1220	Fire
62.13	1101	726	1296	Fire
62.13	1180	757	1396	Fire
62.13	1126	743	1335	Fire
62.13	1012	706	1181	Fire
62.13	1056	715	1216	Fire
62.13	1010	707	1180	Fire
62.13	976	702	1143	Fire
62.13	975	702	1136	Fire
62.13	914	688	1083	Fire
62.13	867	676	1040	Fire
62.13	933	688	1088	Fire
62.13	1123	742	1319	Fire
62.13	1083	740	1277	Fire
62.13	1070	727	1231	Fire
62.13	1138	752	1310	Fire
62.13	1023	730	1199	Fire
62.13	896	688	1042	Fire
62.13	805	660	942	Fire
62.13	768	644	892	Fire
62.13	752	636	864	Fire
62.13	731	625	841	Fire
62.13	710	618	826	Fire
62.13	772	638	893	Fire
62.13	778	635	880	Fire
62.13	697	615	803	Fire
62.13	688	611	784	Fire
62.13	679	598	775	Fire
62.13	640	590	750	Fire
62.13	619	579	723	Fire
62.13	623	576	717	Fire
62.13	579	565	689	Fire
62.13	640	572	742	Fire
62.13	589	561	702	Fire
62.13	621	561	722	Fire
62.13	581	553	708	Fire
62.13	592	547	706	Fire
62.13	560	536	688	Fire
62.13	621	549	735	Fire
62.13	609	551	762	Fire
62.13	620	546	765	Fire
62.13	587	544	725	Fire
62.13	551	537	686	Fire
62.13	607	555	742	Fire
62.13	574	548	713	Fire
62.13	579	556	713	Fire
62.13	582	560	725	Fire
62.13	503	528	640	Fire
62.13	496	511	620	Fire
62.13	485	499	598	Fire
62.13	477	496	594	Fire
62.13	524	503	643	Fire
62.13	528	502	640	Fire
62.13	535	503	640	Fire
62.13	542	501	642	Fire
62.13	539	501	658	Fire
62.13	530	497	659	Fire
62.13	507	487	609	Fire
62.13	543	496	664	Fire
62.13	545	496	685	Fire
62.13	589	511	752	Fire
62.13	640	528	797	Fire
62.13	761	560	961	Fire
62.13	704	549	900	Fire
62.13	789	568	991	Fire
62.13	805	573	976	Fire
62.13	800	573	976	Fire
62.13	807	571	976	Fire
62.13	784	561	951	Fire
62.13	769	561	930	Fire
62.13	770	562	947	Fire
62.13	812	572	955	Fire
62.13	839	582	981	Fire
62.13	855	589	994	Fire
62.13	842	581	959	Fire
62.13	875	592	986	Fire
62.13	920	602	1018	Fire
62.13	914	606	1003	Fire
62.13	896	610	989	Fire
62.13	883	598	970	Fire
62.13	960	617	1084	Fire
62.13	993	625	1138	Fire
62.13	1007	634	1127	Fire
62.13	932	624	1068	Fire
62.13	977	627	1082	Fire
62.13	1091	655	1203	Fire
62.13	1152	669	1257	Fire
62.13	1174	674	1284	Fire
62.13	1119	665	1237	Fire
62.13	1019	647	1137	Fire
62.13	970	634	1087	Fire
62.13	930	625	1039	Fire
62.13	954	625	1043	Fire
62.13	1022	640	1117	Fire
62.13	1040	651	1125	Fire
62.13	1054	655	1144	Fire
62.13	1038	649	1104	Fire
62.13	1072	656	1137	Fire
62.13	1017	650	1104	Fire
62.13	1003	647	1105	Fire
62.13	914	629	996	Fire
62.13	922	630	993	Fire
62.13	961	637	1023	Fire
62.13	923	629	983	Fire
62.13	944	636	1011	Fire
62.13	937	637	997	Fire
62.13	944	638	1010	Fire
62.13	965	646	1019	Fire
62.13	995	654	1058	Fire
62.13	1008	659	1068	Fire
62.13	953	650	1015	Fire
62.13	913	638	972	Fire
62.13	979	651	1020	Fire
62.13	945	650	1010	Fire
62.13	931	640	1003	Fire
62.13	912	635	973	Fire
62.13	915	638	970	Fire
62.13	942	641	997	Fire
62.13	907	640	960	Fire
62.13	848	619	912	Fire
62.13	870	620	951	Fire
62.13	959	645	1046	Fire
62.13	953	653	1010	Fire
62.13	948	651	1010	Fire
62.13	1130	690	1156	Fire
62.13	1065	686	1088	Fire
62.13	1100	699	1119	Fire
62.13	1046	688	1067	Fire
62.13	960	666	976	Fire
62.13	871	631	925	Fire
62.13	883	636	930	Fire
62.13	839	620	899	Fire
62.13	947	644	1011	Fire
62.13	944	642	1031	Fire
62.13	994	650	1065	Fire
62.13	966	645	1043	Fire
62.13	912	626	1005	Fire
62.13	855	610	951	Fire
62.13	845	609	926	Fire
62.13	780	594	866	Fire
62.13	799	592	883	Fire
62.13	827	592	899	Fire
62.13	864	604	957	Fire
62.13	879	599	977	Fire
62.13	876	600	974	Fire
62.13	915	607	1023	Fire
